player name,matches played,bat innings,bat runs,highest score,bat avg,bat sr,50s,100s,recent scores,bowl innings,overs,wickets,bowl avg,econ,bowl sr,recent bowling,role
Moses Baker,228,163,5806,102,42.29,126.97,12,4,"46, 14, 31, 3, 24",97,296.1,170,26.78,5.86,22.18,"0/28, 0/19, 1/25, 2/24, 1/16",allrounder
Julian Sharma,192,150,3902,130,23.47,63.74,33,2,"1, 30, 19, 37, 0",18,12.5,5,19.25,7.14,24.25,,batter
Victor Verma,145,103,4015,112,55.94,178.65,8,5,"37, 77, 1, 7, 8",20,15.2,9,28.53,7.45,23.98,,batter
Liam Torres,201,153,1235,127,12.59,148.31,24,7,"17, 23, 0, 24, 1",98,212.4,115,27.07,11.48,15.17,"2/18, 0/38, 0/24, 1/39, 1/38",allrounder
Carlos Moretti,212,177,2815,110,33.67,103.5,10,8,"28, 24, 41, 25, 56",100,220.4,179,14.85,6.35,12.78,"0/16, 1/18, 0/12, 1/17, 3/18",allrounder
Hiroshi Lee,220,179,2350,115,15.65,109.14,12,4,"16, 3, 8, 0, 0",147,287,170,23.63,7.72,13.4,"1/27, 3/37, 1/21, 2/22, 1/18",allrounder
Victor Anderson,240,176,2498,112,22.48,124.96,32,6,"6, 22, 8, 4, 22",14,27.2,4,28.41,6.56,28.92,,batter
Julian Nguyen,46,40,466,111,17.15,108.53,8,2,"12, 6, 12, 7, 17",15,13.5,3,24.56,6.98,23.66,,batter
Lucas Ali,35,27,631,16,31.76,172.02,1,0,"19, 21, 6, 14, 22",35,91.2,29,17.71,8.1,17.07,"2/23, 1/27, 0/23, 2/21, 2/23",bowler
Carlos Lee,253,193,4993,126,32.74,113.15,18,4,"5, 13, 15, 2, 65",156,244,146,41.29,8.47,26.8,"0/17, 2/36, 0/28, 0/13, 1/25",allrounder
Moses Iyer,82,50,38,39,12.48,95.69,0,0,"13, 22, 18, 21, 28",82,140,89,26.9,6.38,21.5,"0/24, 0/32, 0/25, 1/19, 1/21",bowler
Julian Mehta,256,229,81,15,9.81,95,0,0,"23, 19, 28, 23, 17",256,869.5,219,30.69,7.49,17.28,"2/34, 2/22, 2/27, 2/15, 0/24",bowler
Suraj Smith,197,125,2179,112,30.77,94.69,20,4,"12, 5, 2, 29, 0",17,8.5,7,64.35,13.65,20.7,,batter
Anil Lopez,303,203,961,25,28.2,136,0,0,"9, 8, 24, 7, 25",303,291.4,273,18.31,5.57,23.61,"1/25, 0/28, 1/17, 1/6, 0/13",bowler
George Hassan,10,6,149,46,44.81,89.31,0,0,"46, 35, 7, 26, 46",15,22.2,3,26.26,8.87,21.47,,batter
Moses Watanabe,312,247,3474,110,20.09,154.56,59,4,"1, 37, 23, 21, 25",47,116.5,24,33.63,10.28,45.95,,batter
Kwame Kumar,286,191,257,25,14.61,96.58,0,0,"29, 28, 9, 16, 1",286,450.3,302,17.28,4.64,20.11,"0/8, 1/7, 0/5, 2/15, 0/14",bowler
Ahmed Johnson,242,158,205,9,8.89,118.61,0,0,"5, 25, 4, 27, 29",242,287.5,284,20.92,9.02,10.27,"1/20, 2/25, 0/15, 5/23, 2/37",bowler
Rajiv Kaur,251,157,2468,107,18.43,89.54,20,3,"26, 14, 22, 8, 20",28,54.4,5,22.21,10.13,29.37,,batter
Lucas Verma,5,3,70,54,34.41,97.48,1,0,"46, 39, 1, 1, 54",23,27.4,5,23.47,7.36,17.81,,batter
Rafael Brown,119,92,1160,24,26.59,125.11,1,1,"8, 4, 17, 25, 19",119,95.2,137,16.04,3.89,19.37,"2/16, 2/15, 0/11, 1/10, 0/15",bowler
Rafael Williams,289,233,4784,124,32.74,155.72,30,6,"2, 35, 3, 41, 6",0,0,0,0,0,0,,batter
George Yamamoto,65,47,11,7,9.19,82.76,0,0,"8, 16, 26, 16, 11",65,89.2,77,23.84,5.85,19.01,"1/17, 0/13, 2/17, 1/15, 0/21",bowler
Yusuf Torres,146,109,625,120,7.43,142.21,17,2,"9, 6, 8, 8, 4",12,26,2,29.27,9.17,13.67,,batter
Rajiv Adeyemi,224,180,1380,37,15.64,153.87,0,0,"6, 26, 2, 9, 1",224,414.5,259,13.97,8.93,20.85,"3/15, 0/18, 2/22, 3/19, 1/29",bowler
Farhan Kumar,239,145,1151,13,35.04,139.59,2,1,"24, 2, 15, 1, 27",239,432,221,24.37,8.87,24.86,"0/24, 0/32, 1/19, 1/27, 2/26",bowler
Hiroshi Mehta,177,123,1398,119,14.28,114.95,23,5,"2, 12, 21, 1, 12",29,26.4,8,36.47,10.91,19.58,,batter
Ibrahim Silva,267,238,4903,68,32.8,119.85,13,0,"9, 7, 30, 9, 23",38,78,10,22.45,7.3,33.19,,batter
Ahmed Watanabe,341,264,7990,105,39.28,158.9,16,11,"38, 5, 47, 14, 35",13,36.4,10,26.65,9.33,14.22,,batter
Diego Tanaka,282,191,1362,124,10.64,107.48,32,4,"17, 5, 10, 10, 4",15,35.4,6,24.8,8.5,24.43,,batter
Ibrahim Williams,63,48,580,109,15.74,137.58,6,2,"5, 15, 15, 13, 22",38,64.5,53,16.69,6.31,24.87,"0/18, 0/10, 0/13, 0/18, 1/17",allrounder
Diego Chukwu,217,153,3194,118,33.49,139.63,37,6,"14, 26, 50, 8, 0",25,62.3,14,27.4,9.41,29.24,,batter
Daniel Reddy,342,260,7400,112,33.33,93.6,60,5,"19, 19, 31, 30, 31",152,617.5,248,36.38,7.04,26.41,"1/34, 0/16, 1/25, 0/18, 0/25",allrounder
Henry Watanabe,315,201,4989,101,37.65,108.9,39,7,"3, 27, 30, 34, 9",15,29.3,3,41.07,7.91,17.5,,batter
Liam Reddy,283,181,12,13,11.5,113.94,0,0,"23, 9, 5, 21, 25",283,392.5,279,28.98,10.44,21.94,"3/16, 2/38, 3/27, 1/17, 1/36",bowler
Daniel Iyer,177,114,1061,8,30.2,110.52,0,1,"10, 22, 6, 26, 28",177,446.4,195,42,7.53,27.86,"1/25, 1/22, 1/21, 0/21, 0/20",bowler
Rajiv Garcia,98,86,561,39,28.1,107.36,1,1,"14, 5, 19, 26, 8",98,112.2,116,15.96,8.12,10.33,"2/32, 3/24, 2/13, 3/25, 0/21",bowler
Farhan Brown,105,86,112,21,13.82,60.92,0,0,"21, 19, 11, 18, 19",105,202.3,92,23.59,7.86,20.01,"0/21, 2/17, 0/32, 0/33, 1/26",bowler
Sunil Verma,99,64,722,38,28.25,125.31,0,0,"2, 14, 1, 29, 20",99,150.3,118,19.8,9.1,23.76,"0/25, 1/21, 2/20, 0/22, 0/26",bowler
Ayaan Mehta,311,204,4499,116,19.53,132.69,23,8,"24, 30, 36, 29, 48",21,37.5,11,48.54,9.75,20.51,,batter
Rafael Kumar,6,5,90,64,31.96,94.12,1,0,"31, 37, 2, 34, 36",2,4.2,3,11.57,8.21,9.62,"2/27, 4/16, 3/37, 2/16, 3/20",allrounder
Ethan Dlamini,197,127,1735,108,18.6,133.53,20,4,"29, 11, 1, 5, 24",132,334.1,152,36,9.41,27.31,"2/22, 1/23, 0/27, 1/28, 1/28",allrounder
Pedro Taylor,133,89,1468,120,21.21,111.36,20,2,"36, 0, 8, 10, 23",59,188.2,108,23.62,4.77,17.67,"1/21, 0/23, 1/34, 1/15, 0/17",allrounder
Ethan Watanabe,259,230,6268,109,31.7,121.59,21,4,"40, 7, 2, 48, 45",0,0,0,0,0,0,,batter
Sunil Silva,23,16,16,28,6.32,85.03,0,0,"1, 21, 2, 5, 14",23,49.2,27,29.67,5.39,34.41,"1/28, 1/16, 0/14, 1/12, 1/19",bowler
Ahmed Baker,53,42,968,101,23.1,141.43,3,1,"8, 44, 4, 34, 3",34,99.3,45,16.87,4.47,21.3,"0/9, 1/14, 0/19, 0/27, 1/15",allrounder
Akash Kumar,165,147,1186,122,7.82,120.39,26,3,"11, 7, 13, 0, 8",24,44.4,7,48.77,7.14,43.86,,batter
Henry Jones,202,144,3579,114,27.22,134.47,29,6,"27, 9, 52, 0, 37",0,0,0,0,0,0,,batter
Anil Tanaka,83,50,1307,36,19.43,150.33,3,0,"26, 9, 8, 0, 15",83,95.1,77,18.25,5.55,14.24,"0/11, 0/26, 0/15, 1/16, 1/16",bowler
Diego Sharma,145,98,1261,5,23.52,118.22,1,0,"5, 8, 26, 3, 26",145,201.4,149,24.38,5.78,19.59,"1/18, 2/21, 1/12, 2/31, 2/16",bowler
George Tanaka,85,72,1171,114,25.07,140.63,4,1,"26, 13, 31, 0, 23",39,114.4,60,34.52,10.69,29.15,"1/18, 1/14, 0/28, 0/30, 0/29",allrounder
Moses Johnson,78,67,776,82,21.23,70.96,5,0,"14, 19, 4, 30, 7",11,18.4,5,31.87,10.25,20.61,,batter
Santiago Watanabe,1,1,1176,12,34.21,144.45,0,0,"27, 1, 28, 3, 0",1,2.1,1,11.89,5.87,22.42,"1/23, 4/7, 0/19, 1/34, 0/19",bowler
Marcus Tanaka,51,32,1058,126,33.95,137.49,8,1,"8, 36, 3, 60, 42",0,0,0,0,0,0,,batter
Pedro Costa,173,145,3362,113,41.88,127.15,13,5,"61, 27, 0, 19, 32",11,24.1,2,26.44,8.57,35.46,,batter
Santiago Lopez,205,179,3775,52,34.42,133.05,35,0,"2, 15, 32, 26, 52",16,25.4,1,28.04,6.43,14.8,,batter
Marcus Baker,260,203,2196,88,9.84,143.58,45,0,"23, 1, 6, 10, 4",133,426.5,222,20.1,5.91,14.11,"1/29, 0/23, 1/12, 1/17, 3/24",allrounder
Kwame Ali,288,254,826,27,22.82,132,3,0,"18, 25, 24, 9, 20",288,560,245,29.3,9.72,21.63,"1/38, 2/28, 1/31, 0/30, 1/19",bowler
Pedro Diallo,34,29,343,16,13.48,115.87,0,0,"14, 26, 21, 18, 15",34,84.5,27,24.81,6.89,16.55,"2/18, 3/17, 1/10, 1/11, 2/11",bowler
Santiago Dlamini,348,278,6236,115,39.23,155.7,59,12,"50, 9, 52, 4, 74",22,33.5,1,21.72,7.29,15.13,,batter
Carlos Patel,95,73,1114,128,30.9,76.77,7,1,"27, 28, 6, 26, 7",49,103.5,54,22.23,9.01,11.16,"2/31, 0/26, 0/27, 1/22, 1/21",allrounder
Anil Chukwu,72,51,1601,108,39.6,122.41,6,2,"17, 16, 55, 7, 18",12,31.4,5,23.29,9.7,11.98,,batter
Takumi Patel,39,25,780,67,32.26,95.02,1,0,"46, 59, 67, 7, 0",20,51.2,26,39.57,10.13,31.42,"0/30, 2/23, 0/26, 0/38, 0/34",allrounder
Victor Mehta,154,120,1466,16,28.14,138.21,3,0,"20, 26, 23, 21, 3",154,205,158,21.54,6.14,28.98,"0/28, 0/13, 0/18, 1/16, 1/8",bowler
Lucas Johnson,250,174,4018,103,29.46,188.76,41,6,"26, 55, 47, 40, 31",40,38.2,22,21.77,14.61,28.88,,batter
Mateo Mendes,162,139,949,19,30.27,185.3,0,0,"1, 29, 24, 12, 27",162,306.2,176,32.5,7.3,21.78,"0/21, 0/17, 0/14, 0/22, 2/10",bowler
Kofi Kumar,118,106,1585,65,27.56,168.47,7,0,"34, 2, 9, 4, 34",0,0,0,0,0,0,,batter
Diego Singh,259,214,800,23,32.43,147.7,0,0,"0, 16, 12, 3, 6",259,357.1,221,25.48,6.21,22.77,"1/22, 2/21, 0/14, 1/15, 0/22",bowler
Ayaan Jones,306,192,1187,30,25.34,110.16,0,0,"16, 8, 3, 18, 0",306,285.3,341,21.47,8.93,11.96,"1/34, 0/30, 1/34, 1/22, 2/29",bowler
Farhan Iyer,268,184,7110,119,46.95,115.08,10,1,"33, 72, 0, 109, 53",18,20.4,6,16.33,7.98,13.65,,batter
Rajiv Patel,54,34,524,54,17.54,94.6,6,0,"3, 7, 11, 13, 23",27,66,37,27.51,9.67,21.32,"2/10, 1/30, 1/20, 1/32, 2/32",allrounder
Rafael Baker,236,188,4791,125,37.38,107.66,46,8,"0, 42, 33, 36, 3",18,26.4,6,21.11,6.78,18.99,,batter
Santiago Fernandez,222,184,232,33,13.77,93.2,0,0,"9, 3, 8, 12, 13",222,1010.3,193,31.41,12.93,24.6,"2/29, 0/32, 1/20, 0/36, 0/30",bowler
Noah Chukwu,251,220,5696,110,35.46,137.24,42,7,"5, 31, 20, 0, 50",134,325.2,166,56.14,10.61,35.25,"0/43, 2/46, 0/24, 0/33, 1/35",allrounder
Yusuf Chukwu,313,229,1316,26,26.87,121.69,2,1,"9, 5, 15, 5, 16",313,322.2,366,26.83,7.54,27.07,"1/36, 0/15, 2/18, 0/27, 1/10",bowler
Zhang Tanaka,112,97,2478,100,29.76,97.49,10,4,"45, 6, 5, 21, 25",22,14.5,6,21.58,6.9,18.02,,batter
Daniel Mensah,255,220,3269,124,20.89,150.59,25,10,"1, 32, 8, 3, 17",146,308.2,163,23.52,6.37,14.67,"1/31, 3/26, 0/26, 1/30, 2/17",allrounder
George Okoro,303,211,1347,25,21.32,176.19,0,0,"9, 17, 26, 21, 17",303,432.2,284,22.45,6.67,19.33,"2/28, 0/22, 2/35, 0/22, 0/22",bowler
Ayaan Yamamoto,207,178,2931,110,27.17,99.41,37,1,"6, 10, 9, 43, 21",11,23.2,6,18.2,9.15,23.91,,batter
Sunil Diallo,229,163,3931,102,34.11,184.31,21,7,"13, 34, 42, 50, 30",0,0,0,0,0,0,,batter
Arjun Brown,341,235,59,24,11.77,107.25,0,0,"2, 19, 26, 20, 24",341,392.5,288,11.34,4.02,11.47,"1/13, 0/11, 2/12, 2/5, 2/6",bowler
Akash Deshmukh,66,52,824,33,20.91,142.85,1,0,"27, 14, 14, 3, 28",66,118.1,60,19.28,8.69,21.68,"0/10, 2/23, 0/22, 2/15, 2/14",bowler
Haruto Anderson,75,52,221,8,17.52,104.62,0,0,"26, 8, 26, 25, 18",75,78.1,83,14.37,10.5,7.66,"2/20, 1/29, 4/28, 1/38, 3/19",bowler
Ayaan Kaur,103,81,1756,59,24.14,88.37,11,0,"9, 13, 45, 31, 5",64,203.5,89,12.94,8.28,11.93,"4/15, 1/27, 1/23, 2/8, 2/16",allrounder
Diego Okoro,192,150,36,11,11.24,84.88,0,0,"23, 27, 16, 10, 24",192,374.3,173,23.54,8.52,17.54,"0/15, 2/21, 2/29, 1/23, 1/20",bowler
Henry Okoro,252,194,4305,116,38.89,104.95,27,1,"7, 15, 47, 74, 21",32,35.3,4,33.86,10.94,27.58,,batter
Daniel Fernandez,226,161,3800,126,27.86,110.33,36,6,"28, 2, 2, 31, 47",23,48.5,10,33.1,10.92,29.77,,batter
Lucas Chukwu,294,225,3821,103,23.73,115.07,37,9,"14, 9, 41, 31, 27",46,109.2,10,63.07,8.17,21.07,,batter
Pedro Lopez,306,238,773,32,29.74,137.98,3,0,"8, 9, 17, 19, 12",306,550,275,43.28,9.63,17.46,"0/28, 2/31, 1/40, 1/21, 1/27",bowler
Hiroshi Moretti,98,75,1670,104,28.27,176.56,7,1,"43, 23, 3, 3, 6",0,0,0,0,0,0,,batter
Wei Singh,338,248,745,32,18.61,174.32,0,1,"7, 6, 16, 20, 22",338,446.3,387,18.75,4.16,22.58,"1/7, 0/17, 2/17, 2/14, 2/4",bowler
Daniel Diallo,286,173,1496,8,18.23,144.47,3,0,"14, 19, 14, 0, 24",286,373.2,283,21.54,8.25,22.25,"0/15, 0/9, 1/22, 1/16, 0/27",bowler
Santiago Nguyen,335,260,4266,118,18.61,148.15,32,4,"9, 5, 0, 31, 6",164,351.2,230,29.03,8.24,20.85,"0/29, 1/22, 0/29, 2/26, 0/18",allrounder
Lucas Lopez,347,226,3565,103,21.46,156.18,35,5,"32, 6, 7, 24, 22",19,15.4,5,32.69,6.46,22.5,,batter
Omar Ali,308,244,5109,111,28.93,155.72,41,3,"4, 29, 37, 32, 7",174,475.2,179,22.85,6.93,20.97,"2/28, 0/23, 0/26, 2/18, 1/30",allrounder
Sunil Johnson,249,206,1849,105,14.94,118.61,43,5,"15, 9, 20, 13, 18",12,10.3,4,22.82,6.28,22.09,,batter
Mateo Garcia,166,125,1099,101,15.87,130.88,15,6,"6, 9, 5, 1, 8",106,206,124,19.71,4.89,16.3,"1/17, 0/10, 2/17, 0/6, 2/17",allrounder
Mateo Dlamini,335,256,4316,112,24.52,127.11,54,6,"31, 31, 3, 8, 36",29,18.2,2,27.16,8.13,16.47,,batter
Hiroshi Nguyen,30,27,242,101,12.81,126.93,3,1,"25, 17, 30, 13, 5",21,36.3,7,30.65,8.13,16.72,,batter
Julian Kumar,247,211,241,26,7.21,90.4,0,0,"13, 4, 10, 15, 1",247,287.3,276,29.97,8.04,16.01,"3/16, 2/24, 1/21, 0/27, 0/18",bowler
Anil Singh,106,93,882,116,14.52,135.4,15,2,"1, 8, 21, 21, 9",0,0,0,0,0,0,,batter
Pedro Jones,51,43,723,66,18.93,84.14,7,0,"2, 16, 26, 12, 15",0,0,0,0,0,0,,batter
Emmanuel Nguyen,81,51,1519,16,25.33,153.33,0,0,"7, 10, 28, 17, 2",81,143.5,68,17.14,4.39,16.91,"1/11, 1/4, 1/20, 0/10, 1/16",bowler
Ethan Yamamoto,133,86,893,7,24.79,152.74,2,1,"29, 25, 0, 10, 15",133,126.5,138,10.64,4.9,15.75,"0/21, 1/6, 3/11, 2/11, 2/18",bowler
Nikhil Tanaka,285,216,1160,26,29.31,138.92,0,0,"17, 29, 15, 22, 9",285,515.1,292,38.05,8.7,18.57,"1/29, 1/24, 0/30, 0/11, 0/23",bowler
Arjun Verma,138,93,16,6,8.85,95.25,0,0,"17, 5, 18, 3, 26",138,391.2,118,36.93,7.62,24.52,"0/16, 1/20, 0/24, 1/26, 0/33",bowler
Rafael Reddy,184,137,769,28,8.64,156.85,0,0,"12, 23, 13, 2, 9",184,543.1,151,24.5,8.33,18.27,"1/14, 1/17, 2/26, 0/15, 0/22",bowler
Julian Singh,330,237,5665,113,38.47,130.13,37,5,"57, 31, 29, 5, 57",16,40.5,5,18.02,7.59,17,,batter
Takumi Adeyemi,273,209,4133,104,25.13,114.91,34,3,"8, 8, 25, 2, 5",0,0,0,0,0,0,,batter
Haruto Tanaka,340,280,7736,110,35.77,107.01,69,13,"34, 1, 48, 30, 0",26,27.1,2,28.97,6.77,17.03,,batter
Diego Fernandez,69,56,1660,115,47.95,125.49,11,1,"53, 17, 31, 59, 35",41,105,40,27.34,9.25,17.74,"1/19, 0/22, 3/21, 0/34, 0/19",allrounder
Henry Taylor,34,26,1165,38,16.58,117.57,0,0,"5, 0, 22, 23, 26",34,127.5,37,17.91,4.06,18.72,"2/1, 0/6, 0/6, 1/15, 1/18",bowler
Akash Adeyemi,262,222,373,31,18.48,79.48,0,0,"13, 7, 18, 13, 9",262,622,213,16.28,7.76,14.84,"4/19, 4/23, 1/15, 2/19, 2/21",bowler
Julian Yamamoto,53,39,1147,5,33.86,162.09,1,0,"16, 8, 28, 5, 10",53,65.3,57,32.9,7.96,24.63,"1/11, 0/27, 2/27, 1/17, 2/21",bowler
Santiago Sharma,205,178,2945,121,28.02,85.08,25,2,"13, 21, 0, 12, 33",138,372.4,175,22.49,8.7,12.41,"1/30, 0/32, 3/40, 2/30, 3/27",allrounder
Haruto Yamamoto,126,78,1618,114,33.92,180.04,7,3,"1, 2, 1, 48, 2",25,32.5,7,31.78,6.93,21.2,,batter
Suraj Baker,235,208,873,12,20.93,115.96,0,0,"24, 6, 16, 27, 27",235,216.5,271,24.93,7.09,21.89,"2/20, 2/14, 1/22, 0/24, 1/17",bowler
Victor Sharma,43,34,688,27,41.5,86.95,0,0,"0, 21, 4, 8, 17",43,85.2,45,30.91,10.8,23.63,"1/35, 1/26, 0/24, 2/33, 1/23",bowler
Ethan Torres,240,171,875,10,32.93,142.16,2,1,"23, 26, 20, 1, 28",240,373.4,226,36.42,6.5,24.41,"0/28, 2/22, 1/27, 0/21, 1/33",bowler
Arjun Johnson,111,73,1695,117,28.48,135.44,5,2,"36, 32, 22, 47, 0",14,23.3,4,22.42,7.46,17.8,,batter
Emmanuel Yamamoto,249,185,3724,57,30.44,151.18,20,0,"2, 15, 7, 7, 42",138,404.2,208,23.02,9.84,18.49,"2/16, 0/26, 1/17, 5/24, 1/29",allrounder
Lucas Diallo,151,99,1948,129,26.74,134.8,18,1,"9, 3, 37, 25, 36",61,183,128,33.06,5.3,26.11,"0/17, 0/22, 0/15, 0/18, 1/25",allrounder
Julian Tanaka,183,119,965,26,24.06,94.5,2,0,"25, 10, 26, 27, 5",183,253.3,209,47.26,11.64,34.09,"1/33, 0/31, 0/38, 2/29, 0/29",bowler
Moses Anderson,336,264,269,29,5.05,67.81,0,0,"25, 7, 3, 17, 27",336,212.4,392,29.65,11.82,19.54,"0/37, 1/32, 1/12, 0/28, 0/19",bowler
Noah Singh,95,72,712,129,11.99,109.91,6,1,"0, 10, 0, 8, 21",41,65.2,68,16.74,4.44,25.04,"1/20, 0/23, 2/19, 2/8, 0/26",allrounder
Noah Iyer,8,6,1273,22,20.9,132.32,0,0,"10, 4, 14, 27, 17",8,28.5,7,9.68,8.05,15.09,"1/26, 1/17, 0/22, 1/8, 1/24",bowler
Rohan Khan,184,162,4522,129,39.01,132.7,17,5,"49, 50, 72, 60, 14",16,22.5,4,19.03,9.86,22.61,,batter
Akash Silva,281,213,781,21,33.44,129.16,2,1,"1, 21, 10, 25, 24",281,427.3,257,27.53,7.66,18.09,"1/29, 0/22, 1/39, 0/26, 0/35",bowler
Suraj Lopez,195,151,1284,16,19.14,125.19,0,0,"12, 3, 21, 6, 28",195,246.2,197,30.06,10.34,19.84,"1/33, 3/16, 0/29, 0/22, 0/23",bowler
Henry Kaur,195,122,203,10,16.95,108.87,0,0,"10, 21, 23, 3, 27",195,503.2,203,17.51,7.23,23.45,"0/27, 0/30, 1/18, 1/24, 1/9",bowler
Yusuf Deshmukh,155,126,163,30,16.96,87.97,0,0,"14, 0, 22, 2, 13",155,148.4,163,60.87,10.96,36.5,"2/27, 0/31, 0/33, 0/38, 1/36",bowler
Moses Silva,93,67,1635,105,32.13,124.64,10,2,"6, 8, 1, 54, 30",48,111.3,66,18.59,9.96,13.94,"0/20, 1/21, 0/25, 0/23, 0/19",allrounder
Zhang Taylor,160,143,2777,105,24.15,151.91,15,5,"2, 0, 37, 32, 36",89,182.5,100,44.18,11.26,21.14,"1/26, 0/28, 0/26, 0/27, 3/28",allrounder
George Iyer,61,52,762,31,28.16,111.15,0,0,"5, 17, 24, 0, 5",61,92.4,48,10.82,6.17,12.84,"2/19, 0/22, 2/20, 2/22, 6/13",bowler
Ibrahim Adeyemi,122,92,2016,50,41.7,161.85,22,0,"50, 43, 2, 50, 5",15,31.3,7,23.16,5.78,25.41,,batter
Santiago Torres,51,32,889,59,39.01,119.06,7,0,"13, 50, 9, 9, 4",26,58.2,38,22.07,6.42,16.66,"1/24, 0/28, 0/22, 1/17, 0/35",allrounder
Pedro Chukwu,277,238,4520,103,37.13,74.37,40,4,"9, 1, 35, 6, 7",117,194.2,198,24.79,6.4,25.4,"2/22, 2/23, 0/16, 1/10, 0/22",allrounder
Akash Mendes,5,4,97,56,42.13,106.2,1,0,"26, 37, 9, 33, 28",13,19.3,1,30.95,9.7,20.61,,batter
Mateo Kumar,92,60,813,122,14.29,108.2,13,2,"25, 12, 6, 9, 29",49,156,63,28.91,5.48,24.66,"0/11, 0/15, 3/18, 0/16, 2/19",allrounder
Marcus Mendes,170,117,3032,124,31.39,120.13,22,2,"25, 54, 5, 54, 47",88,229.5,106,18.02,9.35,10.47,"1/9, 0/23, 1/12, 0/16, 0/21",allrounder
Lucas Okoro,317,266,717,12,28.27,144.22,0,0,"5, 20, 15, 28, 4",317,615.3,315,18.72,9.33,16.18,"1/38, 3/28, 2/19, 0/21, 1/33",bowler
Mateo Patel,22,14,1573,23,35.21,156.26,1,0,"16, 9, 27, 20, 17",22,54.4,22,30.62,9.06,22.18,"0/25, 0/13, 1/28, 1/23, 4/20",bowler
Sunil Baker,326,285,6697,107,30.29,136.32,39,14,"50, 31, 8, 13, 23",16,33.2,8,29.26,9.37,12.35,,batter
Farhan Mendes,1,1,39,66,45.09,101.69,1,0,"40, 40, 30, 9, 66",0,0,0,0,0,0,,batter
Julian Garcia,133,83,2818,109,33.06,103.86,9,1,"82, 31, 58, 53, 4",16,14.1,5,39.67,11.46,40.24,,batter
Marcus Adeyemi,233,197,4612,105,20.51,119.96,20,3,"2, 19, 9, 3, 2",153,413,208,19.62,6.77,11.42,"2/25, 0/17, 1/29, 1/19, 1/14",allrounder
Emmanuel Adeyemi,12,9,179,87,32.56,121,1,0,"39, 5, 2, 49, 28",26,39.2,2,30.11,12.65,18.21,,batter
Moses Singh,346,262,1789,126,12.09,116.62,25,9,"7, 0, 3, 4, 9",37,62.1,16,27.22,12.66,33.6,,batter
Kofi Chukwu,46,29,458,116,21.31,127.42,2,1,"7, 13, 9, 9, 30",0,0,0,0,0,0,,batter
Rohan Smith,34,20,6,5,22.06,123.07,0,0,"6, 2, 12, 14, 19",34,42.4,37,12.63,7.57,10.62,"1/20, 1/16, 2/8, 3/21, 1/17",bowler
Zhang Yamamoto,78,62,2107,101,36.19,174.42,10,2,"33, 6, 4, 61, 59",34,68.1,50,32.05,8.79,26.8,"1/27, 1/31, 2/10, 0/21, 1/7",allrounder
Santiago Singh,218,164,4008,120,39.71,131.75,32,2,"45, 36, 43, 47, 5",0,0,0,0,0,0,,batter
Santiago Moretti,301,234,6089,104,27.13,113.25,27,1,"5, 42, 51, 17, 6",25,48.5,7,33.54,8.96,25.29,,batter
Zhang Khan,73,61,28,33,18.48,63.65,0,0,"18, 2, 3, 4, 0",73,138.4,87,24.39,4.75,17.61,"1/19, 2/11, 1/13, 0/21, 0/16",bowler
Victor Taylor,282,224,394,39,14.88,120.74,0,0,"3, 11, 27, 26, 23",282,510.2,322,8.25,5.84,20.27,"2/18, 0/0, 1/22, 0/14, 3/13",bowler
Noah Kaur,249,162,2709,100,32.52,148.56,38,6,"5, 12, 7, 1, 2",19,37,3,22.57,7.92,24.17,,batter
Liam Kaur,47,33,456,18,26.65,175.6,0,0,"9, 22, 24, 20, 28",47,91.4,44,27.17,7.81,20.19,"2/10, 0/12, 3/13, 1/33, 0/16",bowler
Yusuf Khan,121,105,3343,107,46.94,104.11,15,2,"8, 62, 48, 39, 20",26,27.4,3,28.57,7.42,19.1,,batter
Victor Mensah,214,178,4413,67,31.81,165.42,10,0,"40, 37, 6, 27, 6",17,17,4,18.11,11.12,19.46,,batter
Santiago Mensah,239,183,133,39,9.62,102.07,0,0,"25, 19, 23, 24, 12",239,376.5,278,30.48,7.7,18.81,"2/21, 1/40, 1/21, 2/27, 1/29",bowler
Diego Williams,56,38,870,24,33.01,101.14,3,0,"22, 13, 22, 4, 3",56,115.3,55,25.19,6.47,18.12,"1/10, 0/21, 1/20, 1/24, 0/10",bowler
Mateo Kaur,350,242,2863,119,19.4,106.65,22,9,"22, 20, 11, 9, 27",172,455.2,258,22.62,6.64,22.71,"0/20, 1/25, 1/20, 0/29, 0/32",allrounder
Suraj Moretti,107,88,2242,115,32.22,107.27,6,2,"15, 27, 6, 7, 22",17,25.5,0,24.89,5.31,22.3,,batter
Pedro Watanabe,319,273,809,17,26.38,151.39,3,0,"13, 9, 16, 9, 25",319,388.5,360,13.55,8.31,15.28,"1/27, 1/29, 3/22, 2/23, 2/9",bowler
Carlos Williams,48,38,946,12,22.21,118.28,3,0,"6, 15, 0, 16, 20",48,121.4,47,22.47,7.4,11.58,"3/33, 2/27, 1/24, 2/26, 5/19",bowler
Hiroshi Sharma,61,51,1723,72,45.17,172.86,11,0,"32, 8, 51, 6, 0",17,17.5,5,41.61,8.38,28.72,,batter
Nikhil Anderson,337,280,919,24,16.45,122.62,3,0,"28, 8, 5, 18, 12",337,830.5,380,32.62,6.97,25.23,"0/28, 0/18, 1/24, 1/27, 1/32",bowler
